City,Filing_Method,Marital_Status,Children_or_No_Children_Status,Age_Range,Count_of_Tax_Filers
Val-d'Or ,Efile,Married or Living common-law,With Children Declared,26 - 64,2890
Val-d'Or ,Efile,Married or Living common-law,No Children Declared,26 - 64,3360
Vancouver ,Paper,Married or Living common-law,With Children Declared,18 and Under,0
Vancouver ,Paper,"Single, divorced, separated or widowed",With Children Declared,18 and Under,0
Vancouver ,Paper,Unstated,With Children Declared,19 - 25,0
Vancouver ,Paper,Unstated,With Children Declared,65 and Older,0
Vancouver ,Netfile,Married or Living common-law,No Children Declared,18 and Under,0
Vancouver ,Netfile,Married or Living common-law,With Children Declared,18 and Under,0
Vancouver ,Efile,Unstated,No Children Declared,26 - 64,0
Vancouver ,Paper,Married or Living common-law,No Children Declared,18 and Under,10
Vancouver ,Efile,Married or Living common-law,With Children Declared,18 and Under,10
Vancouver ,Efile,Married or Living common-law,No Children Declared,18 and Under,20
Vancouver ,Efile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,20
Vancouver ,Netfile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,30
Vancouver ,Paper,"Single, divorced, separated or widowed",With Children Declared,65 and Older,60
Vancouver ,Paper,Unstated,No Children Declared,18 and Under,60
Vancouver ,Netfile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,80
Vancouver ,Paper,Unstated,With Children Declared,26 - 64,110
Vancouver ,Paper,"Single, divorced, separated or widowed",With Children Declared,19 - 25,150
Vancouver ,Paper,Unstated,No Children Declared,19 - 25,200
Vancouver ,Paper,Married or Living common-law,With Children Declared,19 - 25,230
Vancouver ,Efile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,250
Vancouver ,Paper,Married or Living common-law,With Children Declared,65 and Older,370
Vancouver ,Netfile,Married or Living common-law,With Children Declared,65 and Older,390
Vancouver ,Netfile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,820
Vancouver ,Netfile,Married or Living common-law,With Children Declared,19 - 25,890
Vancouver ,Efile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,1000
Vancouver ,Paper,Unstated,No Children Declared,65 and Older,1040
Vancouver ,Paper,Married or Living common-law,No Children Declared,19 - 25,1060
Vancouver ,Paper,Unstated,No Children Declared,26 - 64,1160
Vancouver ,Efile,Married or Living common-law,With Children Declared,65 and Older,1240
Vancouver ,Efile,Married or Living common-law,With Children Declared,19 - 25,1790
Vancouver ,Netfile,Married or Living common-law,No Children Declared,19 - 25,3790
Vancouver ,Efile,Married or Living common-law,No Children Declared,19 - 25,5070
Vancouver ,Paper,"Single, divorced, separated or widowed",With Children Declared,26 - 64,5190
Vancouver ,Netfile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,8840
Vancouver ,Paper,"Single, divorced, separated or widowed",No Children Declared,18 and Under,9460
Vancouver ,Netfile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,16280
Vancouver ,Efile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,19910
Vancouver ,Paper,"Single, divorced, separated or widowed",No Children Declared,19 - 25,24220
Vancouver ,Efile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,28810
Vancouver ,Netfile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,32020
Vancouver ,Paper,"Single, divorced, separated or widowed",No Children Declared,65 and Older,32040
Vancouver ,Paper,Married or Living common-law,With Children Declared,26 - 64,34310
Vancouver ,Paper,Married or Living common-law,No Children Declared,65 and Older,39940
Vancouver ,Netfile,Married or Living common-law,No Children Declared,65 and Older,52780
Vancouver ,Paper,Married or Living common-law,No Children Declared,26 - 64,55050
Vancouver ,Paper,"Single, divorced, separated or widowed",No Children Declared,26 - 64,58520
Vancouver ,Netfile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,68780
Vancouver ,Efile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,88940
Vancouver ,Efile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,91910
Vancouver ,Efile,Married or Living common-law,No Children Declared,65 and Older,127330
Vancouver ,Netfile,Married or Living common-law,With Children Declared,26 - 64,138470
Vancouver ,Netfile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,142590
Vancouver ,Netfile,Married or Living common-law,No Children Declared,26 - 64,143070
Vancouver ,Efile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,178970
Vancouver ,Efile,Married or Living common-law,With Children Declared,26 - 64,217640
Vancouver ,Efile,Married or Living common-law,No Children Declared,26 - 64,223880
Vernon ,Paper,Married or Living common-law,No Children Declared,18 and Under,0
Vernon ,Paper,Married or Living common-law,With Children Declared,19 - 25,0
Vernon ,Paper,Married or Living common-law,With Children Declared,65 and Older,0
Vernon ,Paper,"Single, divorced, separated or widowed",With Children Declared,18 and Under,0
Vernon ,Paper,"Single, divorced, separated or widowed",With Children Declared,19 - 25,0
Vernon ,Paper,"Single, divorced, separated or widowed",With Children Declared,65 and Older,0
Vernon ,Paper,Unstated,No Children Declared,18 and Under,0
Vernon ,Paper,Unstated,No Children Declared,19 - 25,0
Vernon ,Paper,Unstated,With Children Declared,26 - 64,0
Vernon ,Paper,Unstated,With Children Declared,65 and Older,0
Vernon ,Netfile,Married or Living common-law,No Children Declared,18 and Under,0
Vernon ,Netfile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,0
Vernon ,Netfile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,0
Vernon ,Paper,Married or Living common-law,No Children Declared,19 - 25,20
Vernon ,Netfile,Married or Living common-law,With Children Declared,65 and Older,20
Vernon ,Efile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,20
Vernon ,Paper,Unstated,No Children Declared,26 - 64,30
Vernon ,Paper,Unstated,No Children Declared,65 and Older,30
Vernon ,Efile,Married or Living common-law,With Children Declared,65 and Older,40
Vernon ,Netfile,Married or Living common-law,With Children Declared,19 - 25,60
Vernon ,Netfile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,60
Vernon ,Efile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,80
Vernon ,Netfile,Married or Living common-law,No Children Declared,19 - 25,110
Vernon ,Efile,Married or Living common-law,With Children Declared,19 - 25,120
Vernon ,Paper,"Single, divorced, separated or widowed",With Children Declared,26 - 64,150
Vernon ,Efile,Married or Living common-law,No Children Declared,19 - 25,190
Vernon ,Paper,"Single, divorced, separated or widowed",No Children Declared,18 and Under,230
Vernon ,Netfile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,290
Vernon ,Paper,Married or Living common-law,With Children Declared,26 - 64,360
Vernon ,Paper,"Single, divorced, separated or widowed",No Children Declared,19 - 25,360
Vernon ,Efile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,520
Vernon ,Netfile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,550
Vernon ,Paper,"Single, divorced, separated or widowed",No Children Declared,65 and Older,880
Vernon ,Paper,Married or Living common-law,No Children Declared,26 - 64,950
Vernon ,Netfile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,950
Vernon ,Paper,Married or Living common-law,No Children Declared,65 and Older,1120
Vernon ,Efile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,1150
Vernon ,Paper,"Single, divorced, separated or widowed",No Children Declared,26 - 64,1170
Vernon ,Netfile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,1460
Vernon ,Efile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,1880
Vernon ,Netfile,Married or Living common-law,No Children Declared,65 and Older,2010
Vernon ,Netfile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,2490
Vernon ,Netfile,Married or Living common-law,With Children Declared,26 - 64,2500
Vernon ,Netfile,Married or Living common-law,No Children Declared,26 - 64,3090
Vernon ,Efile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,3670
Vernon ,Efile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,4530
Vernon ,Efile,Married or Living common-law,With Children Declared,26 - 64,4610
Vernon ,Efile,Married or Living common-law,No Children Declared,65 and Older,6150
Vernon ,Efile,Married or Living common-law,No Children Declared,26 - 64,6310
Victoria ,Paper,"Single, divorced, separated or widowed",With Children Declared,18 and Under,0
Victoria ,Netfile,Married or Living common-law,No Children Declared,18 and Under,0
Victoria ,Netfile,Married or Living common-law,With Children Declared,18 and Under,0
Victoria ,Netfile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,0
Victoria ,Efile,Married or Living common-law,No Children Declared,18 and Under,0
Victoria ,Efile,Married or Living common-law,With Children Declared,18 and Under,0
Victoria ,Paper,"Single, divorced, separated or widowed",With Children Declared,65 and Older,10
Victoria ,Efile,"Single, divorced, separated or widowed",With Children Declared,18 and Under,10
Victoria ,Paper,Unstated,No Children Declared,18 and Under,20
Victoria ,Paper,Unstated,With Children Declared,26 - 64,20
Victoria ,Netfile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,20
Victoria ,Paper,Married or Living common-law,With Children Declared,19 - 25,30
Victoria ,Paper,Married or Living common-law,With Children Declared,65 and Older,30
Victoria ,Paper,"Single, divorced, separated or widowed",With Children Declared,19 - 25,30
Victoria ,Paper,Unstated,No Children Declared,19 - 25,30
Victoria ,Efile,"Single, divorced, separated or widowed",With Children Declared,65 and Older,40
Victoria ,Netfile,Married or Living common-law,With Children Declared,65 and Older,60
Victoria ,Paper,Married or Living common-law,No Children Declared,19 - 25,120
Victoria ,Paper,Unstated,No Children Declared,65 and Older,180
Victoria ,Netfile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,190
Victoria ,Efile,Married or Living common-law,With Children Declared,65 and Older,190
Victoria ,Paper,Unstated,No Children Declared,26 - 64,210
Victoria ,Netfile,Married or Living common-law,With Children Declared,19 - 25,210
Victoria ,Efile,"Single, divorced, separated or widowed",With Children Declared,19 - 25,220
Victoria ,Efile,Married or Living common-law,With Children Declared,19 - 25,280
Victoria ,Paper,"Single, divorced, separated or widowed",With Children Declared,26 - 64,720
Victoria ,Efile,Married or Living common-law,No Children Declared,19 - 25,740
Victoria ,Netfile,Married or Living common-law,No Children Declared,19 - 25,870
Victoria ,Paper,"Single, divorced, separated or widowed",No Children Declared,18 and Under,1190
Victoria ,Netfile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,1500
Victoria ,Efile,"Single, divorced, separated or widowed",No Children Declared,18 and Under,2080
Victoria ,Paper,"Single, divorced, separated or widowed",No Children Declared,19 - 25,2360
Victoria ,Paper,Married or Living common-law,With Children Declared,26 - 64,3190
Victoria ,Netfile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,3350
Victoria ,Efile,"Single, divorced, separated or widowed",With Children Declared,26 - 64,4630
Victoria ,Netfile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,5790
Victoria ,Paper,"Single, divorced, separated or widowed",No Children Declared,65 and Older,6060
Victoria ,Paper,Married or Living common-law,No Children Declared,26 - 64,6670
Victoria ,Paper,Married or Living common-law,No Children Declared,65 and Older,7020
Victoria ,Paper,"Single, divorced, separated or widowed",No Children Declared,26 - 64,8130
Victoria ,Efile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,10130
Victoria ,Netfile,"Single, divorced, separated or widowed",No Children Declared,19 - 25,10400
Victoria ,Netfile,Married or Living common-law,No Children Declared,65 and Older,10440
Victoria ,Efile,"Single, divorced, separated or widowed",No Children Declared,65 and Older,18630
Victoria ,Netfile,Married or Living common-law,With Children Declared,26 - 64,20550
Victoria ,Netfile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,21620
Victoria ,Efile,Married or Living common-law,With Children Declared,26 - 64,21880
Victoria ,Netfile,Married or Living common-law,No Children Declared,26 - 64,23000
Victoria ,Efile,"Single, divorced, separated or widowed",No Children Declared,26 - 64,25380
Victoria ,Efile,Married or Living common-law,No Children Declared,65 and Older,25630
Victoria ,Efile,Married or Living common-law,No Children Declared,26 - 64,29250
Victoriaville ,Paper,Married or Living common-law,With Children Declared,18 and Under,0
