CMA_or_CA,Filing_Method,Major_Source_of_Income,Total_Income_Range,Complexity,Count_of_Taxfilers
Squamish CA,Efile,Employment,"$100,000 and Above",Simple,270
Squamish CA,Efile,Self-employment,"Less than $25,000",Complex,260
Squamish CA,Netfile,Employment,"$100,000 and Above",Simple,250
Squamish CA,Netfile,Other,"Less than $25,000",Simple,240
Squamish CA,Efile,Pension,"Between $25,000 and $49,999",Simple,240
Squamish CA,Efile,Pension,"Between $25,000 and $49,999",Complex,220
Squamish CA,Efile,Self-employment,"Between $25,000 and $49,999",Complex,210
Squamish CA,Paper,Employment,"Between $25,000 and $49,999",Simple,190
Squamish CA,Paper,Other,"Less than $25,000",Simple,190
Squamish CA,Paper,Employment,"Between $50,000 and $99,999",Simple,170
Squamish CA,Paper,Pension,"Less than $25,000",Simple,170
Squamish CA,Efile,Investment,"Between $50,000 and $99,999",Complex,170
Squamish CA,Netfile,Pension,"Less than $25,000",Simple,160
Squamish CA,Efile,Employment,"Less than $25,000",Complex,160
Squamish CA,Efile,Pension,"Between $50,000 and $99,999",Complex,160
Squamish CA,Efile,Self-employment,"Between $50,000 and $99,999",Complex,160
Squamish CA,Efile,Investment,"$100,000 and Above",Complex,150
Squamish CA,Netfile,Employment,"Between $25,000 and $49,999",Complex,140
Squamish CA,Efile,Pension,"Less than $25,000",Complex,140
Squamish CA,Netfile,Employment,"$100,000 and Above",Complex,120
Squamish CA,Netfile,Pension,"Between $25,000 and $49,999",Simple,110
Squamish CA,Paper,Pension,"Between $25,000 and $49,999",Simple,100
Squamish CA,Efile,Investment,"Between $25,000 and $49,999",Complex,100
Squamish CA,Netfile,Self-employment,"Less than $25,000",Complex,90
Squamish CA,Efile,No income,"Less than $25,000",Simple,90
Squamish CA,Efile,Pension,"Between $50,000 and $99,999",Simple,90
Squamish CA,Netfile,Employment,"Less than $25,000",Complex,80
Squamish CA,Efile,Other,"Less than $25,000",Complex,80
Squamish CA,Paper,No income,"Less than $25,000",Simple,70
Squamish CA,Efile,Investment,"Less than $25,000",Complex,70
Squamish CA,Efile,Other,"Between $25,000 and $49,999",Simple,70
Squamish CA,Paper,Employment,"Between $50,000 and $99,999",Complex,60
Squamish CA,Netfile,No income,"Less than $25,000",Simple,60
Squamish CA,Netfile,Pension,"Between $25,000 and $49,999",Complex,60
Squamish CA,Netfile,Pension,"Between $50,000 and $99,999",Simple,60
Squamish CA,Netfile,Self-employment,"Between $25,000 and $49,999",Complex,60
Squamish CA,Efile,Self-employment,"$100,000 and Above",Complex,60
Squamish CA,Paper,Pension,"Less than $25,000",Complex,50
Squamish CA,Paper,Pension,"Between $25,000 and $49,999",Complex,50
Squamish CA,Netfile,Other,"Between $25,000 and $49,999",Simple,50
Squamish CA,Paper,Employment,"Between $25,000 and $49,999",Complex,40
Squamish CA,Paper,Pension,"Between $50,000 and $99,999",Simple,40
Squamish CA,Paper,Self-employment,"Less than $25,000",Complex,40
Squamish CA,Netfile,Pension,"Between $50,000 and $99,999",Complex,40
Squamish CA,Efile,Other,"Between $25,000 and $49,999",Complex,40
Squamish CA,Paper,Employment,"$100,000 and Above",Complex,30
Squamish CA,Paper,Employment,"$100,000 and Above",Simple,30
Squamish CA,Netfile,Investment,"Less than $25,000",Complex,30
Squamish CA,Netfile,Other,"Less than $25,000",Complex,30
Squamish CA,Netfile,Self-employment,"Between $50,000 and $99,999",Complex,30
Squamish CA,Efile,Other,"Between $50,000 and $99,999",Simple,30
Squamish CA,Efile,Pension,"$100,000 and Above",Complex,30
Squamish CA,Paper,Employment,"Less than $25,000",Complex,20
Squamish CA,Paper,Pension,"Between $50,000 and $99,999",Complex,20
Squamish CA,Paper,Self-employment,"Between $25,000 and $49,999",Complex,20
Squamish CA,Paper,Self-employment,"Between $50,000 and $99,999",Complex,20
Squamish CA,Netfile,Investment,"Between $25,000 and $49,999",Complex,20
Squamish CA,Netfile,Investment,"Between $50,000 and $99,999",Complex,20
Squamish CA,Netfile,Pension,"Less than $25,000",Complex,20
Squamish CA,Efile,Other,"Between $50,000 and $99,999",Complex,20
Squamish CA,Paper,Investment,"Less than $25,000",Complex,10
Squamish CA,Paper,Investment,"Between $25,000 and $49,999",Complex,10
Squamish CA,Paper,Investment,"$100,000 and Above",Complex,10
Squamish CA,Paper,Other,"Less than $25,000",Complex,10
Squamish CA,Netfile,Investment,"$100,000 and Above",Complex,10
Squamish CA,Netfile,Other,"Between $50,000 and $99,999",Simple,10
Squamish CA,Efile,Investment,"Less than $25,000",Simple,10
Squamish CA,Efile,Other,"$100,000 and Above",Complex,10
Squamish CA,Paper,No income,"Less than $25,000",Complex,0
Squamish CA,Paper,Investment,"Less than $25,000",Simple,0
Squamish CA,Paper,Investment,"Between $50,000 and $99,999",Complex,0
Squamish CA,Paper,Multiple sources of income,"Less than $25,000",Complex,0
Squamish CA,Paper,Other,"Between $25,000 and $49,999",Complex,0
Squamish CA,Paper,Other,"Between $25,000 and $49,999",Simple,0
Squamish CA,Paper,Other,"Between $50,000 and $99,999",Complex,0
Squamish CA,Paper,Other,"Between $50,000 and $99,999",Simple,0
Squamish CA,Paper,Other,"$100,000 and Above",Complex,0
Squamish CA,Paper,Other,"$100,000 and Above",Simple,0
Squamish CA,Paper,Pension,"$100,000 and Above",Complex,0
Squamish CA,Paper,Pension,"$100,000 and Above",Simple,0
Squamish CA,Paper,Self-employment,"Less than $25,000",Simple,0
Squamish CA,Paper,Self-employment,"$100,000 and Above",Complex,0
Squamish CA,Netfile,No income,"Less than $25,000",Complex,0
Squamish CA,Netfile,Investment,"Less than $25,000",Simple,0
Squamish CA,Netfile,Investment,"Between $25,000 and $49,999",Simple,0
Squamish CA,Netfile,Multiple sources of income,"Less than $25,000",Complex,0
Squamish CA,Netfile,Other,"Between $25,000 and $49,999",Complex,0
Squamish CA,Netfile,Other,"Between $50,000 and $99,999",Complex,0
Squamish CA,Netfile,Other,"$100,000 and Above",Simple,0
Squamish CA,Netfile,Pension,"$100,000 and Above",Complex,0
Squamish CA,Netfile,Pension,"$100,000 and Above",Simple,0
Squamish CA,Netfile,Self-employment,"$100,000 and Above",Complex,0
Squamish CA,Efile,Other,"$100,000 and Above",Simple,0
Squamish CA,Efile,Pension,"$100,000 and Above",Simple,0
St. Catherines-Niagara CMA,Efile,Employment,"Less than $25,000",Simple,"24,420"
St. Catherines-Niagara CMA,Efile,Employment,"Between $25,000 and $49,999",Simple,"23,110"
St. Catherines-Niagara CMA,Efile,Employment,"Between $50,000 and $99,999",Simple,"18,000"
St. Catherines-Niagara CMA,Efile,Pension,"Less than $25,000",Simple,"16,520"
St. Catherines-Niagara CMA,Netfile,Employment,"Between $25,000 and $49,999",Simple,"15,590"
St. Catherines-Niagara CMA,Efile,Other,"Less than $25,000",Simple,"14,530"
St. Catherines-Niagara CMA,Netfile,Employment,"Between $50,000 and $99,999",Simple,"14,340"
St. Catherines-Niagara CMA,Netfile,Employment,"Less than $25,000",Simple,"13,670"
St. Catherines-Niagara CMA,Efile,Pension,"Between $25,000 and $49,999",Simple,"13,200"
St. Catherines-Niagara CMA,Efile,Pension,"Between $25,000 and $49,999",Complex,"9,080"
St. Catherines-Niagara CMA,Efile,Employment,"Between $50,000 and $99,999",Complex,"8,270"
St. Catherines-Niagara CMA,Netfile,Other,"Less than $25,000",Simple,"7,790"
St. Catherines-Niagara CMA,Netfile,Pension,"Less than $25,000",Simple,"6,790"
St. Catherines-Niagara CMA,Efile,Employment,"Between $25,000 and $49,999",Complex,"6,270"
St. Catherines-Niagara CMA,Efile,Pension,"Less than $25,000",Complex,"5,990"
St. Catherines-Niagara CMA,Efile,Pension,"Between $50,000 and $99,999",Complex,"5,900"
St. Catherines-Niagara CMA,Netfile,Pension,"Between $25,000 and $49,999",Simple,"5,550"
St. Catherines-Niagara CMA,Paper,Employment,"Less than $25,000",Simple,"4,470"
St. Catherines-Niagara CMA,Efile,Pension,"Between $50,000 and $99,999",Simple,"4,450"
St. Catherines-Niagara CMA,Efile,Self-employment,"Less than $25,000",Complex,"4,450"
St. Catherines-Niagara CMA,Efile,Employment,"$100,000 and Above",Simple,"4,080"
St. Catherines-Niagara CMA,Efile,Employment,"$100,000 and Above",Complex,"3,940"
St. Catherines-Niagara CMA,Paper,Pension,"Less than $25,000",Simple,"3,870"
St. Catherines-Niagara CMA,Netfile,Employment,"Between $50,000 and $99,999",Complex,"3,530"
St. Catherines-Niagara CMA,Efile,Employment,"Less than $25,000",Complex,"3,220"
St. Catherines-Niagara CMA,Paper,Employment,"Between $25,000 and $49,999",Simple,"3,170"
St. Catherines-Niagara CMA,Netfile,Employment,"$100,000 and Above",Simple,"3,130"
St. Catherines-Niagara CMA,Paper,Pension,"Between $25,000 and $49,999",Simple,"3,050"
St. Catherines-Niagara CMA,Efile,No income,"Less than $25,000",Simple,"2,780"
St. Catherines-Niagara CMA,Paper,Other,"Less than $25,000",Simple,"2,730"
St. Catherines-Niagara CMA,Netfile,Employment,"Between $25,000 and $49,999",Complex,"2,600"
St. Catherines-Niagara CMA,Paper,Employment,"Between $50,000 and $99,999",Simple,"2,310"
St. Catherines-Niagara CMA,Netfile,Pension,"Between $50,000 and $99,999",Simple,"2,290"
St. Catherines-Niagara CMA,Netfile,Pension,"Between $25,000 and $49,999",Complex,"2,140"
St. Catherines-Niagara CMA,Efile,Investment,"Between $50,000 and $99,999",Complex,"1,960"
St. Catherines-Niagara CMA,Efile,Self-employment,"Between $25,000 and $49,999",Complex,"1,910"
St. Catherines-Niagara CMA,Efile,Other,"Less than $25,000",Complex,"1,860"
St. Catherines-Niagara CMA,Efile,Other,"Between $25,000 and $49,999",Simple,"1,830"
St. Catherines-Niagara CMA,Efile,Investment,"$100,000 and Above",Complex,"1,780"
St. Catherines-Niagara CMA,Netfile,Pension,"Between $50,000 and $99,999",Complex,"1,610"
St. Catherines-Niagara CMA,Netfile,No income,"Less than $25,000",Simple,"1,470"
St. Catherines-Niagara CMA,Paper,Pension,"Less than $25,000",Complex,"1,440"
St. Catherines-Niagara CMA,Netfile,Employment,"$100,000 and Above",Complex,"1,390"
St. Catherines-Niagara CMA,Paper,Pension,"Between $25,000 and $49,999",Complex,"1,360"
St. Catherines-Niagara CMA,Paper,No income,"Less than $25,000",Simple,"1,350"
St. Catherines-Niagara CMA,Efile,Investment,"Less than $25,000",Complex,"1,350"
St. Catherines-Niagara CMA,Netfile,Pension,"Less than $25,000",Complex,"1,290"
St. Catherines-Niagara CMA,Efile,Investment,"Between $25,000 and $49,999",Complex,"1,290"
St. Catherines-Niagara CMA,Efile,Self-employment,"Between $50,000 and $99,999",Complex,"1,190"
St. Catherines-Niagara CMA,Netfile,Employment,"Less than $25,000",Complex,"1,160"
St. Catherines-Niagara CMA,Paper,Pension,"Between $50,000 and $99,999",Simple,"1,030"
St. Catherines-Niagara CMA,Netfile,Other,"Between $25,000 and $49,999",Simple,"1,000"
St. Catherines-Niagara CMA,Netfile,Self-employment,"Less than $25,000",Complex,980
St. Catherines-Niagara CMA,Efile,Pension,"$100,000 and Above",Complex,970
St. Catherines-Niagara CMA,Efile,Other,"Between $25,000 and $49,999",Complex,930
St. Catherines-Niagara CMA,Paper,Pension,"Between $50,000 and $99,999",Complex,880
St. Catherines-Niagara CMA,Paper,Employment,"Between $50,000 and $99,999",Complex,810
St. Catherines-Niagara CMA,Netfile,Other,"Less than $25,000",Complex,740
St. Catherines-Niagara CMA,Paper,Employment,"Between $25,000 and $49,999",Complex,720
St. Catherines-Niagara CMA,Efile,Self-employment,"$100,000 and Above",Complex,680
St. Catherines-Niagara CMA,Paper,Employment,"Less than $25,000",Complex,540
St. Catherines-Niagara CMA,Paper,Employment,"$100,000 and Above",Simple,540
St. Catherines-Niagara CMA,Paper,Self-employment,"Less than $25,000",Complex,540
St. Catherines-Niagara CMA,Efile,Other,"Between $50,000 and $99,999",Complex,510
St. Catherines-Niagara CMA,Efile,Other,"Between $50,000 and $99,999",Simple,480
St. Catherines-Niagara CMA,Paper,Other,"Less than $25,000",Complex,460
St. Catherines-Niagara CMA,Efile,Other,"$100,000 and Above",Complex,430
St. Catherines-Niagara CMA,Netfile,Investment,"Less than $25,000",Complex,360
St. Catherines-Niagara CMA,Efile,Investment,"Less than $25,000",Simple,350
St. Catherines-Niagara CMA,Netfile,Self-employment,"Between $25,000 and $49,999",Complex,310
St. Catherines-Niagara CMA,Paper,Employment,"$100,000 and Above",Complex,300
St. Catherines-Niagara CMA,Netfile,Other,"Between $25,000 and $49,999",Complex,290
St. Catherines-Niagara CMA,Efile,Pension,"$100,000 and Above",Simple,290
St. Catherines-Niagara CMA,Paper,Investment,"Less than $25,000",Complex,280
St. Catherines-Niagara CMA,Paper,Other,"Between $25,000 and $49,999",Simple,270
St. Catherines-Niagara CMA,Efile,Other,"$100,000 and Above",Simple,210
St. Catherines-Niagara CMA,Netfile,Investment,"Between $50,000 and $99,999",Complex,200
St. Catherines-Niagara CMA,Netfile,Other,"Between $50,000 and $99,999",Simple,200
St. Catherines-Niagara CMA,Paper,Self-employment,"Between $25,000 and $49,999",Complex,190
St. Catherines-Niagara CMA,Paper,Investment,"Between $50,000 and $99,999",Complex,180
St. Catherines-Niagara CMA,Netfile,Investment,"Less than $25,000",Simple,180
St. Catherines-Niagara CMA,Netfile,Self-employment,"Between $50,000 and $99,999",Complex,180
St. Catherines-Niagara CMA,Paper,Investment,"Between $25,000 and $49,999",Complex,170
St. Catherines-Niagara CMA,Paper,Investment,"$100,000 and Above",Complex,170
St. Catherines-Niagara CMA,Paper,Investment,"Less than $25,000",Simple,160
St. Catherines-Niagara CMA,Netfile,Investment,"Between $25,000 and $49,999",Complex,160
St. Catherines-Niagara CMA,Netfile,Pension,"$100,000 and Above",Complex,150
St. Catherines-Niagara CMA,Paper,Other,"Between $25,000 and $49,999",Complex,140
St. Catherines-Niagara CMA,Paper,Pension,"$100,000 and Above",Complex,130
St. Catherines-Niagara CMA,Netfile,Other,"Between $50,000 and $99,999",Complex,130
St. Catherines-Niagara CMA,Netfile,Investment,"$100,000 and Above",Complex,110
St. Catherines-Niagara CMA,Netfile,Pension,"$100,000 and Above",Simple,110
St. Catherines-Niagara CMA,Paper,Self-employment,"Between $50,000 and $99,999",Complex,90
St. Catherines-Niagara CMA,Paper,Other,"Between $50,000 and $99,999",Simple,80
St. Catherines-Niagara CMA,Netfile,Other,"$100,000 and Above",Complex,80
St. Catherines-Niagara CMA,Efile,No income,"Less than $25,000",Complex,80
St. Catherines-Niagara CMA,Paper,Other,"Between $50,000 and $99,999",Complex,70
St. Catherines-Niagara CMA,Netfile,Other,"$100,000 and Above",Simple,70
St. Catherines-Niagara CMA,Paper,Other,"$100,000 and Above",Complex,60
St. Catherines-Niagara CMA,Paper,Self-employment,"$100,000 and Above",Complex,60
St. Catherines-Niagara CMA,Netfile,Self-employment,"$100,000 and Above",Complex,60
St. Catherines-Niagara CMA,Efile,Investment,"Between $25,000 and $49,999",Simple,60
St. Catherines-Niagara CMA,Paper,No income,"Less than $25,000",Complex,50
St. Catherines-Niagara CMA,Paper,Pension,"$100,000 and Above",Simple,50
St. Catherines-Niagara CMA,Paper,Other,"$100,000 and Above",Simple,30
St. Catherines-Niagara CMA,Netfile,No income,"Less than $25,000",Complex,30
St. Catherines-Niagara CMA,Efile,Investment,"Between $50,000 and $99,999",Simple,30
St. Catherines-Niagara CMA,Paper,Investment,"Between $25,000 and $49,999",Simple,20
St. Catherines-Niagara CMA,Netfile,Multiple sources of income,"Less than $25,000",Complex,20
St. Catherines-Niagara CMA,Netfile,Investment,"Between $25,000 and $49,999",Simple,10
St. Catherines-Niagara CMA,Paper,Investment,"Between $50,000 and $99,999",Simple,0
St. Catherines-Niagara CMA,Paper,Investment,"$100,000 and Above",Simple,0
St. Catherines-Niagara CMA,Paper,Multiple sources of income,"Less than $25,000",Complex,0
St. Catherines-Niagara CMA,Paper,Multiple sources of income,"Less than $25,000",Simple,0
St. Catherines-Niagara CMA,Paper,Self-employment,"Less than $25,000",Simple,0
St. Catherines-Niagara CMA,Paper,Self-employment,"Between $25,000 and $49,999",Simple,0
St. Catherines-Niagara CMA,Paper,Self-employment,"Between $50,000 and $99,999",Simple,0
St. Catherines-Niagara CMA,Paper,Self-employment,"$100,000 and Above",Simple,0
St. Catherines-Niagara CMA,Netfile,Investment,"Between $50,000 and $99,999",Simple,0
St. Catherines-Niagara CMA,Netfile,Multiple sources of income,"Less than $25,000",Simple,0
St. Catherines-Niagara CMA,Netfile,Multiple sources of income,"Between $25,000 and $49,999",Complex,0
St. Catherines-Niagara CMA,Netfile,Self-employment,"Less than $25,000",Simple,0
St. Catherines-Niagara CMA,Efile,Investment,"$100,000 and Above",Simple,0
St. Catherines-Niagara CMA,Efile,Multiple sources of income,"Less than $25,000",Simple,0
St. Catherines-Niagara CMA,Efile,Self-employment,"Less than $25,000",Simple,0
St. Catherines-Niagara CMA,Efile,Self-employment,"$100,000 and Above",Simple,0
St. John's CMA,Netfile,Employment,"Between $50,000 and $99,999",Simple,"12,740"
St. John's CMA,Efile,Employment,"Between $25,000 and $49,999",Simple,"10,780"
St. John's CMA,Efile,Employment,"Between $50,000 and $99,999",Simple,"10,710"
St. John's CMA,Netfile,Employment,"Between $25,000 and $49,999",Simple,"9,440"
St. John's CMA,Efile,Employment,"Less than $25,000",Simple,"9,130"
St. John's CMA,Netfile,Employment,"Less than $25,000",Simple,"7,680"
St. John's CMA,Efile,Pension,"Less than $25,000",Simple,"5,370"
St. John's CMA,Efile,Other,"Less than $25,000",Simple,"4,300"
St. John's CMA,Paper,Other,"Less than $25,000",Simple,"4,180"
St. John's CMA,Efile,Pension,"Between $25,000 and $49,999",Simple,"4,090"
St. John's CMA,Efile,Employment,"$100,000 and Above",Simple,"4,070"
St. John's CMA,Netfile,Pension,"Less than $25,000",Simple,"3,930"
St. John's CMA,Netfile,Employment,"$100,000 and Above",Simple,"3,870"
St. John's CMA,Netfile,Other,"Less than $25,000",Simple,"3,790"
St. John's CMA,Efile,Employment,"Between $50,000 and $99,999",Complex,"3,690"
St. John's CMA,Paper,Pension,"Less than $25,000",Simple,"3,490"
St. John's CMA,Netfile,Pension,"Between $25,000 and $49,999",Simple,"3,330"
St. John's CMA,Efile,Employment,"$100,000 and Above",Complex,"3,070"
St. John's CMA,Netfile,Employment,"Between $50,000 and $99,999",Complex,"2,830"
St. John's CMA,Paper,Employment,"Between $25,000 and $49,999",Simple,"2,820"
St. John's CMA,Paper,Employment,"Less than $25,000",Simple,"2,700"
St. John's CMA,Paper,Employment,"Between $50,000 and $99,999",Simple,"2,690"
St. John's CMA,Paper,Pension,"Between $25,000 and $49,999",Simple,"2,340"
St. John's CMA,Netfile,Employment,"$100,000 and Above",Complex,"1,810"
St. John's CMA,Efile,Employment,"Between $25,000 and $49,999",Complex,"1,720"
St. John's CMA,Efile,Pension,"Between $25,000 and $49,999",Complex,"1,540"
St. John's CMA,Efile,Pension,"Between $50,000 and $99,999",Complex,"1,440"
St. John's CMA,Efile,Pension,"Between $50,000 and $99,999",Simple,"1,360"
St. John's CMA,Netfile,Pension,"Between $50,000 and $99,999",Simple,"1,310"
St. John's CMA,Netfile,Employment,"Between $25,000 and $49,999",Complex,"1,100"
St. John's CMA,Efile,Other,"Between $25,000 and $49,999",Simple,"1,070"
St. John's CMA,Efile,Pension,"Less than $25,000",Complex,980
St. John's CMA,Efile,No income,"Less than $25,000",Simple,870
St. John's CMA,Netfile,Other,"Between $25,000 and $49,999",Simple,860
St. John's CMA,Efile,Self-employment,"Less than $25,000",Complex,860
St. John's CMA,Paper,Pension,"Less than $25,000",Complex,790
St. John's CMA,Netfile,Pension,"Between $50,000 and $99,999",Complex,760
